folder,file1,file2,label,dataset,tfidf_similarity,astcc_similarity,tfidf_prediction,astcc_prediction,tfidf_correct,astcc_correct,both_correct,both_wrong
49e94e7e_fcc7e8fa,49e94e7e.java,fcc7e8fa.java,0,conplag,0.42868852583254036,0.3753351206434316,0,0,True,True,True,False
c01_orig_L1v07,original.java,compared.java,1,ir_plag,0.9752073906333683,0.75,1,1,True,True,True,False
3ff25f43_c287ea9d,3ff25f43.java,c287ea9d.java,0,conplag,0.4309837470251401,0.4066543438077634,0,0,True,True,True,False
0889dcfb_22138fad,0889dcfb.java,22138fad.java,0,conplag,0.47449072389641056,0.3642276422764228,1,0,False,True,False,False
9261620f_f0881ab5,9261620f.java,f0881ab5.java,1,conplag,1.000000000000002,0.5921052631578947,1,1,True,True,True,False
2eb89317_5f0a176e,2eb89317.java,5f0a176e.java,0,conplag,0.32093047911481404,0.300709219858156,0,0,True,True,True,False
18e2441c_792863db,18e2441c.java,792863db.java,0,conplag,0.49744562850505286,0.3058823529411765,1,0,False,True,False,False
08cf0478_9291ca83,08cf0478.java,9291ca83.java,1,conplag,0.6960286969580358,0.46511627906976744,1,1,True,True,True,False
c05_orig_np13,original.java,compared.java,0,ir_plag,0.3163218583963075,0.30434782608695654,0,0,True,True,True,False
c04_orig_L3v05,original.java,compared.java,1,ir_plag,0.49231381414122577,0.6031746031746031,1,1,True,True,True,False
c02_orig_np04,original.java,compared.java,0,ir_plag,0.6158184193475775,0.4036697247706422,1,0,False,True,False,False
5f3a2a70_e7a997b5,5f3a2a70.java,e7a997b5.java,0,conplag,0.47735903484548703,0.3684210526315789,1,0,False,True,False,False
c06_orig_L6v02,original.java,compared.java,1,ir_plag,0.6262337033437798,0.5,1,1,True,True,True,False
a4ec80a0_d314aa92,a4ec80a0.java,d314aa92.java,0,conplag,0.6147046924966091,0.3347107438016529,1,0,False,True,False,False
d12f26f0_df594a00,d12f26f0.java,df594a00.java,0,conplag,0.6605487363127682,0.37009345794392523,1,0,False,True,False,False
31f29772_b728ba1d,31f29772.java,b728ba1d.java,0,conplag,0.5586060561212386,0.42769857433808556,1,0,False,True,False,False
680ba922_ee4b9467,680ba922.java,ee4b9467.java,0,conplag,0.23110096636914043,0.2760416666666667,0,0,True,True,True,False
c04_orig_L3v09,original.java,compared.java,1,ir_plag,0.5196725277618391,0.6451612903225806,1,1,True,True,True,False
584b0e9e_c9159d9c,584b0e9e.java,c9159d9c.java,0,conplag,0.21442170596079915,0.39709443099273606,0,0,True,True,True,False
0c9d4def_1a6f8b20,0c9d4def.java,1a6f8b20.java,0,conplag,0.5299725458388188,0.4008438818565401,1,0,False,True,False,False
c01_orig_np10,original.java,compared.java,0,ir_plag,0.41166508942579655,0.2564102564102564,0,0,True,True,True,False
c02_orig_np10,original.java,compared.java,0,ir_plag,0.6618114041623088,0.4175824175824176,1,0,False,True,False,False
69b2fd22_764484c3,69b2fd22.java,764484c3.java,0,conplag,0.48480642654863787,0.3801295896328294,1,0,False,True,False,False
0f09b843_45e41c6d,0f09b843.java,45e41c6d.java,0,conplag,0.510145966649856,0.3776595744680851,1,0,False,True,False,False
cc669e02_d88fa51c,cc669e02.java,d88fa51c.java,0,conplag,0.5357716923463777,0.34196891191709844,1,0,False,True,False,False
548ffb07_9ab3c0e1,548ffb07.java,9ab3c0e1.java,1,conplag,0.7980894869526856,0.48725212464589235,1,1,True,True,True,False
c04_orig_L4v03,original.java,compared.java,1,ir_plag,0.4791144391784801,0.4411764705882353,1,0,True,False,False,False
1410e423_da5cf40b,1410e423.java,da5cf40b.java,0,conplag,0.2787950679874658,0.32608695652173914,0,0,True,True,True,False
c03_orig_L6v04,original.java,compared.java,1,ir_plag,0.6343743678612274,0.37755102040816324,1,0,True,False,False,False
c04_orig_L1v05,original.java,compared.java,1,ir_plag,0.8926457574481288,0.6031746031746031,1,1,True,True,True,False
53d782a0_5769b7b3,53d782a0.java,5769b7b3.java,1,conplag,0.9874835536427691,0.5444839857651246,1,1,True,True,True,False
b9595381_c4ca2ff3,b9595381.java,c4ca2ff3.java,0,conplag,0.5451839735892745,0.4166666666666667,1,0,False,True,False,False
c03_orig_L4v05,original.java,compared.java,1,ir_plag,0.7169576225139352,0.39408866995073893,1,0,True,False,False,False
51cc7026_e81b2d16,51cc7026.java,e81b2d16.java,1,conplag,0.5114493548368246,0.4380952380952381,1,0,True,False,False,False
c06_orig_L6v07,original.java,compared.java,1,ir_plag,0.6242584347016973,0.45528455284552843,1,1,True,True,True,False
1162c08f_6bcc5afd,1162c08f.java,6bcc5afd.java,1,conplag,0.7071210514289565,0.48615384615384616,1,1,True,True,True,False
c05_orig_L6v07,original.java,compared.java,1,ir_plag,0.3999284014389426,0.4,0,0,False,False,False,True
c34bb733_ea899386,c34bb733.java,ea899386.java,0,conplag,0.43648009300382584,0.340956340956341,0,0,True,True,True,False
24afd00e_279e274a,24afd00e.java,279e274a.java,0,conplag,0.32747031043630875,0.40836012861736337,0,0,True,True,True,False
0588b869_69b2fd22,0588b869.java,69b2fd22.java,0,conplag,0.47616657090447395,0.35634743875278396,1,0,False,True,False,False
c01_orig_L6v07,original.java,compared.java,1,ir_plag,0.37985296473611047,0.3111111111111111,0,0,False,False,False,True
1162c08f_f6ca6fc8,1162c08f.java,f6ca6fc8.java,1,conplag,0.9439837104190867,0.54375,1,1,True,True,True,False
c04_orig_L4v06,original.java,compared.java,1,ir_plag,0.4684647666017222,0.42857142857142855,1,0,True,False,False,False
28c2d81a_8f6421f3,28c2d81a.java,8f6421f3.java,1,conplag,0.5721694063813,0.4900662251655629,1,1,True,True,True,False
04ed33a5_7ea34254,04ed33a5.java,7ea34254.java,0,conplag,0.500051150835453,0.2332155477031802,1,0,False,True,False,False
2e1109d7_e7000ac2,2e1109d7.java,e7000ac2.java,1,conplag,1.0000000000000016,0.5555555555555556,1,1,True,True,True,False
69b2fd22_d221162a,69b2fd22.java,d221162a.java,0,conplag,0.444802100843703,0.3857442348008386,0,0,True,True,True,False
10013f73_a8f7c8b7,10013f73.java,a8f7c8b7.java,0,conplag,0.41280941046687475,0.3277591973244147,0,0,True,True,True,False
04df7bb8_1ea771ea,04df7bb8.java,1ea771ea.java,1,conplag,0.5166599243410408,0.4507042253521127,1,1,True,True,True,False
07749c65_2bbf754b,07749c65.java,2bbf754b.java,0,conplag,0.19238805433516362,0.3770491803278688,0,0,True,True,True,False
c04_orig_np03,original.java,compared.java,0,ir_plag,0.41068521349427156,0.3728813559322034,0,0,True,True,True,False
c04_orig_L4v09,original.java,compared.java,1,ir_plag,0.5200165002558369,0.5230769230769231,1,1,True,True,True,False
505f8562_ed37ba7d,505f8562.java,ed37ba7d.java,0,conplag,0.5115594146523142,0.3619631901840491,1,0,False,True,False,False
a8f7c8b7_c1638a45,a8f7c8b7.java,c1638a45.java,0,conplag,0.4003405108298975,0.35795454545454547,0,0,True,True,True,False
2e404969_d76e3b9d,2e404969.java,d76e3b9d.java,0,conplag,0.3405196573666011,0.45045045045045046,0,1,True,False,False,False
39098126_3bcd2014,39098126.java,3bcd2014.java,0,conplag,0.44224888723476513,0.4116575591985428,0,0,True,True,True,False
20166f71_a98d56f9,20166f71.java,a98d56f9.java,0,conplag,0.47836493388089546,0.4043478260869565,1,0,False,True,False,False
9310ad0c_f36138e7,9310ad0c.java,f36138e7.java,0,conplag,0.4584965603457176,0.42758620689655175,1,0,False,True,False,False
7c11511f_f3d7ce08,7c11511f.java,f3d7ce08.java,0,conplag,0.6114034715530902,0.35802469135802467,1,0,False,True,False,False
07038b12_a18cb2c1,07038b12.java,a18cb2c1.java,0,conplag,0.4385265710028565,0.3328100470957614,0,0,True,True,True,False
584b0e9e_d9199dfd,584b0e9e.java,d9199dfd.java,1,conplag,0.533718783926357,0.41688654353562005,1,0,True,False,False,False
49e94e7e_da5cf40b,49e94e7e.java,da5cf40b.java,0,conplag,0.3804317763053177,0.39790575916230364,0,0,True,True,True,False
3088ca9c_f6ed6826,3088ca9c.java,f6ed6826.java,0,conplag,0.5585026150507975,0.4217687074829932,1,0,False,True,False,False
11c2ab99_4f7af821,11c2ab99.java,4f7af821.java,1,conplag,0.5245583120879318,0.4393063583815029,1,0,True,False,False,False
24044589_e435b1ac,24044589.java,e435b1ac.java,0,conplag,0.4960680975473645,0.3902439024390244,1,0,False,True,False,False
07a0e4dc_bac616ee,07a0e4dc.java,bac616ee.java,0,conplag,0.530817906110557,0.4269293924466338,1,0,False,True,False,False
35f0c004_8d6f1bf5,35f0c004.java,8d6f1bf5.java,0,conplag,0.3103503517324097,0.2850356294536817,0,0,True,True,True,False
c03_orig_L6v08,original.java,compared.java,1,ir_plag,0.7105288681028643,0.4065934065934066,1,0,True,False,False,False
c01_orig_L1v05,original.java,compared.java,1,ir_plag,0.9729020840912254,0.75,1,1,True,True,True,False
49b94994_558df7d4,49b94994.java,558df7d4.java,0,conplag,0.7684186816003928,0.5024630541871922,1,1,False,False,False,True
c07_orig_L4v09,original.java,compared.java,1,ir_plag,0.38485887356864856,0.40718562874251496,0,0,False,False,False,True
c01_orig_L3v02,original.java,compared.java,1,ir_plag,0.9752073906333683,0.75,1,1,True,True,True,False
c02_orig_L4v09,original.java,compared.java,1,ir_plag,0.600067994975371,0.3392857142857143,1,0,True,False,False,False
c01_orig_L5v03,original.java,compared.java,1,ir_plag,0.3723446210598343,0.2926829268292683,0,0,False,False,False,True
2da4b3fe_3d06b643,2da4b3fe.java,3d06b643.java,1,conplag,0.6799028978622222,0.4916467780429594,1,1,True,True,True,False
c02_orig_L1v02,original.java,compared.java,1,ir_plag,0.9645280986565163,0.574468085106383,1,1,True,True,True,False
1230c43e_ce0b2178,1230c43e.java,ce0b2178.java,0,conplag,0.4343161715320798,0.4,0,0,True,True,True,False
c03_orig_L1v02,original.java,compared.java,1,ir_plag,0.9844829272893263,0.5714285714285714,1,1,True,True,True,False
c02_orig_L3v06,original.java,compared.java,1,ir_plag,0.4803963605452859,0.32,1,0,True,False,False,False
175201f9_40cc90ae,175201f9.java,40cc90ae.java,0,conplag,0.5545336728173871,0.38267148014440433,1,0,False,True,False,False
4138b081_f729338f,4138b081.java,f729338f.java,0,conplag,0.39679905146091987,0.4196277495769882,0,0,True,True,True,False
3dd65549_c1638a45,3dd65549.java,c1638a45.java,0,conplag,0.3150730515966012,0.3567251461988304,0,0,True,True,True,False
c03_orig_np01,original.java,compared.java,0,ir_plag,0.725875377754646,0.46511627906976744,1,1,False,False,False,True
7686c854_8a729537,7686c854.java,8a729537.java,1,conplag,0.3798936555579052,0.32,0,0,False,False,False,True
5be7547e_cb032314,5be7547e.java,cb032314.java,0,conplag,0.4770496517107364,0.416260162601626,1,0,False,True,False,False
c02_orig_L6v05,original.java,compared.java,1,ir_plag,0.45822885666588475,0.29357798165137616,1,0,True,False,False,False
80407703_99e059b8,80407703.java,99e059b8.java,0,conplag,0.5215682244874458,0.425,1,0,False,True,False,False
15941165_3b10bd6d,15941165.java,3b10bd6d.java,0,conplag,0.34401866216458393,0.38197424892703863,0,0,True,True,True,False
51d857bc_c392efe7,51d857bc.java,c392efe7.java,0,conplag,0.43545641518584405,0.38337801608579086,0,0,True,True,True,False
c03_orig_L1v08,original.java,compared.java,1,ir_plag,0.9838054782473998,0.4883720930232558,1,1,True,True,True,False
c05_orig_L5v06,original.java,compared.java,1,ir_plag,0.3577657709535043,0.26548672566371684,0,0,False,False,False,True
4da08761_a5d5a95f,4da08761.java,a5d5a95f.java,0,conplag,0.5176590607405444,0.3404255319148936,1,0,False,True,False,False
0df4050e_6f02c6d9,0df4050e.java,6f02c6d9.java,1,conplag,0.5726580716989281,0.4598337950138504,1,1,True,True,True,False
2b9dfed3_351c9206,2b9dfed3.java,351c9206.java,1,conplag,1.000000000000002,0.5627009646302251,1,1,True,True,True,False
c03_orig_L6v09,original.java,compared.java,1,ir_plag,0.5882962800993167,0.4,1,0,True,False,False,False
bdfe8110_fadc1365,bdfe8110.java,fadc1365.java,1,conplag,0.613248664922348,0.48615384615384616,1,1,True,True,True,False
c06_orig_L2v02,original.java,compared.java,1,ir_plag,0.7468288272501848,0.6491228070175439,1,1,True,True,True,False
c03_orig_L4v09,original.java,compared.java,1,ir_plag,0.751369339401579,0.35714285714285715,1,0,True,False,False,False
1162c08f_a4d6775d,1162c08f.java,a4d6775d.java,1,conplag,0.6596147378563755,0.43915343915343913,1,0,True,False,False,False
c04_orig_np02,original.java,compared.java,0,ir_plag,0.3251728761622275,0.2972972972972973,0,0,True,True,True,False
c04_orig_L5v05,original.java,compared.java,1,ir_plag,0.41965359760069254,0.410958904109589,0,0,False,False,False,True
c02_orig_L5v01,original.java,compared.java,1,ir_plag,0.4310647995183642,0.3305785123966942,0,0,False,False,False,True
c05_orig_L3v05,original.java,compared.java,1,ir_plag,0.4578502826486019,0.6138613861386139,1,1,True,True,True,False
722e318f_c9159d9c,722e318f.java,c9159d9c.java,0,conplag,0.26529104802338843,0.442159383033419,0,0,True,True,True,False
c04_orig_L6v05,original.java,compared.java,1,ir_plag,0.3415059879081508,0.4307692307692308,0,0,False,False,False,True
9028caf7_d221162a,9028caf7.java,d221162a.java,0,conplag,0.444802100843703,0.3857442348008386,0,0,True,True,True,False
c05_orig_L1v09,original.java,compared.java,1,ir_plag,0.9592507759786425,0.64,1,1,True,True,True,False
c03_orig_L3v03,original.java,compared.java,1,ir_plag,0.9838054782473998,0.5714285714285714,1,1,True,True,True,False
c03_orig_np11,original.java,compared.java,0,ir_plag,0.7669992859699141,0.35602094240837695,1,0,False,True,False,False
53196443_e496d229,53196443.java,e496d229.java,1,conplag,0.8230830375913452,0.5062034739454094,1,1,True,True,True,False
c01_orig_L6v01,original.java,compared.java,1,ir_plag,0.21754327308754162,0.23809523809523808,0,0,False,False,False,True
44428e63_9debf95c,44428e63.java,9debf95c.java,0,conplag,0.421425208054969,0.3435374149659864,0,0,True,True,True,False
11d91f31_eea69e7f,11d91f31.java,eea69e7f.java,0,conplag,0.3743979875808933,0.35658914728682173,0,0,True,True,True,False
c01_orig_L3v04,original.java,compared.java,1,ir_plag,0.9741139206526898,0.75,1,1,True,True,True,False
8a5fe3d9_ea899386,8a5fe3d9.java,ea899386.java,1,conplag,0.5227766091411339,0.4075067024128686,1,0,True,False,False,False
c04_orig_L6v06,original.java,compared.java,1,ir_plag,0.44544495846138,0.28205128205128205,0,0,False,False,False,True
c07_orig_L2v01,original.java,compared.java,1,ir_plag,0.8691959133073618,0.47953216374269003,1,1,True,True,True,False
c07_orig_np15,original.java,compared.java,0,ir_plag,0.7660226600906272,0.4444444444444444,1,0,False,True,False,False
921b6e4a_e7dce35b,921b6e4a.java,e7dce35b.java,1,conplag,0.7684375183372163,0.4959349593495935,1,1,True,True,True,False
213340b3_35f0c004,213340b3.java,35f0c004.java,0,conplag,0.3133396495825024,0.27692307692307694,0,0,True,True,True,False
c05_orig_L4v02,original.java,compared.java,1,ir_plag,0.40627782442811444,0.4444444444444444,0,0,False,False,False,True
0fd5b95a_6490bbe8,0fd5b95a.java,6490bbe8.java,0,conplag,0.5823396949917051,0.41025641025641024,1,0,False,True,False,False
3cf63146_bdfe8110,3cf63146.java,bdfe8110.java,0,conplag,0.6456310813981492,0.3917525773195876,1,0,False,True,False,False
c04_orig_L4v01,original.java,compared.java,1,ir_plag,0.4574156557671207,0.5,1,1,True,True,True,False
c07_orig_L4v02,original.java,compared.java,1,ir_plag,0.6454781792223427,0.5057471264367817,1,1,True,True,True,False
69b2fd22_d018b49f,69b2fd22.java,d018b49f.java,0,conplag,0.2649731243587659,0.36807095343680707,0,0,True,True,True,False
c04_orig_L1v01,original.java,compared.java,1,ir_plag,0.9378995585371003,0.6451612903225806,1,1,True,True,True,False
c03_orig_L1v03,original.java,compared.java,1,ir_plag,0.9844829272893263,0.4883720930232558,1,1,True,True,True,False
aa8091b0_ac180326,aa8091b0.java,ac180326.java,0,conplag,0.39013430414045613,0.34594594594594597,0,0,True,True,True,False
6f02c6d9_884f5678,6f02c6d9.java,884f5678.java,1,conplag,0.4783918986298624,0.41456582633053224,1,0,True,False,False,False
c05_orig_L6v03,original.java,compared.java,1,ir_plag,0.7304486134080603,0.44660194174757284,1,0,True,False,False,False
5dbd0a07_bdc08e6f,5dbd0a07.java,bdc08e6f.java,1,conplag,1.0000000000000013,0.5443037974683544,1,1,True,True,True,False
d2a4c1fb_dcdaf666,d2a4c1fb.java,dcdaf666.java,0,conplag,0.4576214749569707,0.3937621832358674,1,0,False,True,False,False
c04_orig_L1v03,original.java,compared.java,1,ir_plag,0.9406175538851503,0.6451612903225806,1,1,True,True,True,False
c02_orig_np02,original.java,compared.java,0,ir_plag,0.43807493299519656,0.3111111111111111,0,0,True,True,True,False
8d6f1bf5_e90a198b,8d6f1bf5.java,e90a198b.java,0,conplag,0.3439211760020877,0.31020408163265306,0,0,True,True,True,False
c01_orig_L6v09,original.java,compared.java,1,ir_plag,0.19258110850753396,0.24489795918367346,0,0,False,False,False,True
14b0fb8e_8ddb5587,14b0fb8e.java,8ddb5587.java,0,conplag,0.4059233046840766,0.37435897435897436,0,0,True,True,True,False
c01_orig_np04,original.java,compared.java,0,ir_plag,0.409339099005673,0.2564102564102564,0,0,True,True,True,False
26ad111c_b0a01ee7,26ad111c.java,b0a01ee7.java,0,conplag,0.3927342392734452,0.3385416666666667,0,0,True,True,True,False
9069684f_bf85ab7b,9069684f.java,bf85ab7b.java,0,conplag,0.555274921116308,0.46449704142011833,1,1,False,False,False,True
7bc92b7f_9028caf7,7bc92b7f.java,9028caf7.java,0,conplag,0.5691229741358934,0.406570841889117,1,0,False,True,False,False
c03_orig_np15,original.java,compared.java,0,ir_plag,0.7885604006568847,0.4,1,0,False,True,False,False
701c3f35_d56bcb0c,701c3f35.java,d56bcb0c.java,0,conplag,0.26477349456348725,0.3127962085308057,0,0,True,True,True,False
4212c4b9_829d2024,4212c4b9.java,829d2024.java,1,conplag,0.5287723438773988,0.40894568690095845,1,0,True,False,False,False
016510dc_f1540246,016510dc.java,f1540246.java,0,conplag,0.38095384926854853,0.37597911227154046,0,0,True,True,True,False
0b04b41e_9291ca83,0b04b41e.java,9291ca83.java,1,conplag,0.48123722668515173,0.38961038961038963,1,0,True,False,False,False
a4e39423_ba8800f5,a4e39423.java,ba8800f5.java,0,conplag,0.30887275894575367,0.38362068965517243,0,0,True,True,True,False
c02_orig_np11,original.java,compared.java,0,ir_plag,0.5145654468063198,0.3130434782608696,1,0,False,True,False,False
9debf95c_ac596a43,9debf95c.java,ac596a43.java,1,conplag,0.9999999999999996,0.5186567164179104,1,1,True,True,True,False
aa8091b0_eec856c0,aa8091b0.java,eec856c0.java,1,conplag,0.6434614920921485,0.5192307692307693,1,1,True,True,True,False
2470b521_f6ca6fc8,2470b521.java,f6ca6fc8.java,0,conplag,0.6132562184358701,0.3511450381679389,1,0,False,True,False,False
c07_orig_L2v08,original.java,compared.java,1,ir_plag,0.5316957459392738,0.47953216374269003,1,1,True,True,True,False
04a706b1_5b7127bf,04a706b1.java,5b7127bf.java,0,conplag,0.4238336554032754,0.38128654970760234,0,0,True,True,True,False
0b91922c_71a4f6d2,0b91922c.java,71a4f6d2.java,0,conplag,0.3748375261097426,0.3688760806916426,0,0,True,True,True,False
065e0cbd_9b449b4f,065e0cbd.java,9b449b4f.java,0,conplag,0.596602433527884,0.39204545454545453,1,0,False,True,False,False
ca8f11a4_e19376ca,ca8f11a4.java,e19376ca.java,0,conplag,0.48921504650643427,0.29457364341085274,1,0,False,True,False,False
c01_orig_np13,original.java,compared.java,0,ir_plag,0.9741139206526898,0.75,1,1,False,False,False,True
3afcc566_90dc2b20,3afcc566.java,90dc2b20.java,0,conplag,0.2884885899684584,0.2949061662198391,0,0,True,True,True,False
778c91af_9399204d,778c91af.java,9399204d.java,0,conplag,0.47942011095482345,0.4262295081967213,1,0,False,True,False,False
4d279121_a3e272af,4d279121.java,a3e272af.java,0,conplag,0.5199160706133158,0.4032258064516129,1,0,False,True,False,False
29210e56_4323e2bd,29210e56.java,4323e2bd.java,0,conplag,0.5301100233222475,0.35602094240837695,1,0,False,True,False,False
c02_orig_L5v07,original.java,compared.java,1,ir_plag,0.5076627659709468,0.2542372881355932,1,0,True,False,False,False
c01_orig_np07,original.java,compared.java,0,ir_plag,0.2952544398969341,0.27906976744186046,0,0,True,True,True,False
1a400c1b_b505f95e,1a400c1b.java,b505f95e.java,0,conplag,0.6176704548849169,0.44165170556552963,1,0,False,True,False,False
c05_orig_L1v04,original.java,compared.java,1,ir_plag,0.8626718158233447,0.5319148936170213,1,1,True,True,True,False
c06_orig_L2v08,original.java,compared.java,1,ir_plag,0.36159989026448286,0.6491228070175439,0,1,False,True,False,False
16857116_e185bce5,16857116.java,e185bce5.java,0,conplag,0.5860898458188367,0.33816425120772947,1,0,False,True,False,False
6f393cfe_b185d034,6f393cfe.java,b185d034.java,0,conplag,0.5289925197721905,0.40476190476190477,1,0,False,True,False,False
54d7c21e_ad4c7a20,54d7c21e.java,ad4c7a20.java,1,conplag,0.8636548636275332,0.48616600790513836,1,1,True,True,True,False
c02_orig_L5v08,original.java,compared.java,1,ir_plag,0.5286987960127387,0.3783783783783784,1,0,True,False,False,False
c06_orig_np15,original.java,compared.java,0,ir_plag,0.6545279364951865,0.4864864864864865,1,1,False,False,False,True
c06_orig_L4v04,original.java,compared.java,1,ir_plag,0.46036349487912587,0.391304347826087,1,0,True,False,False,False
00af3420_d92c5342,00af3420.java,d92c5342.java,0,conplag,0.4854781695235024,0.39882697947214074,1,0,False,True,False,False
9069684f_fffc11ee,9069684f.java,fffc11ee.java,0,conplag,0.33096763715237476,0.37453183520599254,0,0,True,True,True,False
3850468c_403e3270,3850468c.java,403e3270.java,0,conplag,0.3803933015446732,0.3915094339622642,0,0,True,True,True,False
c03_orig_L1v04,original.java,compared.java,1,ir_plag,0.9716188500892267,0.5714285714285714,1,1,True,True,True,False
853acff9_929b98f0,853acff9.java,929b98f0.java,0,conplag,0.316111201743147,0.378125,0,0,True,True,True,False
4323e2bd_ebd8ff55,4323e2bd.java,ebd8ff55.java,0,conplag,0.6320890115709018,0.3308550185873606,1,0,False,True,False,False
3368f340_a8f7c8b7,3368f340.java,a8f7c8b7.java,1,conplag,0.5345379625940118,0.3978779840848806,1,0,True,False,False,False
608ee4fb_be7b6026,608ee4fb.java,be7b6026.java,0,conplag,0.36417964086839477,0.3735294117647059,0,0,True,True,True,False
4a570de6_6c4ac8d3,4a570de6.java,6c4ac8d3.java,0,conplag,0.4009985583551148,0.38509316770186336,0,0,True,True,True,False
08cf0478_0f14b12d,08cf0478.java,0f14b12d.java,0,conplag,0.4983779771997703,0.30952380952380953,1,0,False,True,False,False
c06_orig_L6v03,original.java,compared.java,1,ir_plag,0.6562794966412101,0.4915254237288136,1,1,True,True,True,False
49e94e7e_f3d7ce08,49e94e7e.java,f3d7ce08.java,0,conplag,0.4262901647489513,0.3063583815028902,0,0,True,True,True,False
9f354c5c_a6532df9,9f354c5c.java,a6532df9.java,0,conplag,0.43619559774855776,0.3853503184713376,0,0,True,True,True,False
04df7bb8_aaccc000,04df7bb8.java,aaccc000.java,1,conplag,0.5989153910054242,0.42655935613682094,1,0,True,False,False,False
c9da41af_f59d9b6e,c9da41af.java,f59d9b6e.java,1,conplag,0.7476227752083962,0.4033898305084746,1,0,True,False,False,False
4548305b_be3b1289,4548305b.java,be3b1289.java,1,conplag,0.5877931919018581,0.44987775061124696,1,0,True,False,False,False
c02_orig_L3v03,original.java,compared.java,1,ir_plag,0.6463978625839929,0.32,1,0,True,False,False,False
c01_orig_L2v03,original.java,compared.java,1,ir_plag,0.9741139206526898,0.6341463414634146,1,1,True,True,True,False
8c591975_b6724dd9,8c591975.java,b6724dd9.java,0,conplag,0.16109568986976747,0.3930885529157667,0,0,True,True,True,False
80881cae_a7e7f371,80881cae.java,a7e7f371.java,1,conplag,0.8802701059875618,0.49673202614379086,1,1,True,True,True,False
4da08761_6f393cfe,4da08761.java,6f393cfe.java,0,conplag,0.5395176323786178,0.3473053892215569,1,0,False,True,False,False
11373c16_d8e4eb5e,11373c16.java,d8e4eb5e.java,0,conplag,0.5490295164892918,0.3426124197002141,1,0,False,True,False,False
c02_orig_L1v03,original.java,compared.java,1,ir_plag,0.9645280986565163,0.574468085106383,1,1,True,True,True,False
c04_orig_L4v05,original.java,compared.java,1,ir_plag,0.4298985793077463,0.4927536231884058,0,1,False,True,False,False
26e699de_3dd65549,26e699de.java,3dd65549.java,0,conplag,0.38581059347953645,0.3448275862068966,0,0,True,True,True,False
4ea10951_7c11511f,4ea10951.java,7c11511f.java,0,conplag,0.417977649725112,0.3392405063291139,0,0,True,True,True,False
22b41936_45f5632f,22b41936.java,45f5632f.java,0,conplag,0.551634595167566,0.3613138686131387,1,0,False,True,False,False
c01_orig_L2v01,original.java,compared.java,1,ir_plag,0.9741139206526898,0.75,1,1,True,True,True,False
c01_orig_L5v05,original.java,compared.java,1,ir_plag,0.37985296473611047,0.3111111111111111,0,0,False,False,False,True
0d4d22e0_f898cee0,0d4d22e0.java,f898cee0.java,0,conplag,0.5256791880196587,0.22514812376563528,1,0,False,True,False,False
22b41936_8f855b99,22b41936.java,8f855b99.java,0,conplag,0.3554621961695013,0.42792792792792794,0,0,True,True,True,False
550335a3_6d7d5dd7,550335a3.java,6d7d5dd7.java,0,conplag,0.5284186391359925,0.3687707641196013,1,0,False,True,False,False
c06_orig_L6v05,original.java,compared.java,1,ir_plag,0.43758107557167303,0.4444444444444444,0,0,False,False,False,True
60557643_948e98b6,60557643.java,948e98b6.java,0,conplag,0.6264313640269205,0.3973509933774834,1,0,False,True,False,False
c07_orig_L2v06,original.java,compared.java,1,ir_plag,0.9042233262609256,0.47953216374269003,1,1,True,True,True,False
3a12e509_6de04ee2,3a12e509.java,6de04ee2.java,0,conplag,0.5387396466089598,0.35119047619047616,1,0,False,True,False,False
e1c4f3db_e81b2d16,e1c4f3db.java,e81b2d16.java,1,conplag,0.6215326890978091,0.49295774647887325,1,1,True,True,True,False
0fdc80c5_28c2d81a,0fdc80c5.java,28c2d81a.java,1,conplag,0.5878963702837788,0.4437869822485207,1,0,True,False,False,False
1c8bb204_4b7646f4,1c8bb204.java,4b7646f4.java,1,conplag,0.9999999999999994,0.5701357466063348,1,1,True,True,True,False
1ea771ea_b9219544,1ea771ea.java,b9219544.java,0,conplag,0.5914458318631401,0.3787528868360277,1,0,False,True,False,False
2da4b3fe_f4b87cc2,2da4b3fe.java,f4b87cc2.java,0,conplag,0.6501281499023965,0.39751552795031053,1,0,False,True,False,False
464a03b8_c9159d9c,464a03b8.java,c9159d9c.java,0,conplag,0.3166193918734301,0.43455497382198954,0,0,True,True,True,False
c05_orig_L3v03,original.java,compared.java,1,ir_plag,0.836360991865207,0.64,1,1,True,True,True,False
c03_orig_np02,original.java,compared.java,0,ir_plag,0.6170470821880193,0.45161290322580644,1,1,False,False,False,True
17e67976_656b62de,17e67976.java,656b62de.java,0,conplag,0.5736346314006229,0.34573304157549234,1,0,False,True,False,False
ba468e1f_ff34fab2,ba468e1f.java,ff34fab2.java,0,conplag,0.43732384374246397,0.39452054794520547,0,0,True,True,True,False
c03_orig_np05,original.java,compared.java,0,ir_plag,0.6476599206087406,0.43478260869565216,1,0,False,True,False,False
c05_orig_np07,original.java,compared.java,0,ir_plag,0.6207797393711391,0.36363636363636365,1,0,False,True,False,False
6255ee79_ac8ef97c,6255ee79.java,ac8ef97c.java,0,conplag,0.28020010741803286,0.34674922600619196,0,0,True,True,True,False
c06_orig_L6v04,original.java,compared.java,1,ir_plag,0.39547758544410483,0.3333333333333333,0,0,False,False,False,True
35bb6075_42fe7dd0,35bb6075.java,42fe7dd0.java,0,conplag,0.517327150929154,0.3988919667590028,1,0,False,True,False,False
